"text","label"
"After analyzing three months of newsletter performance, the optimal send cadence is once per week on Tuesday at 9am PST. Daily sends cause 8 percent weekly unsubscribe rate. Weekly sends maintain under 0.5 percent churn with consistent 40 percent open rates.","synthesis"
"Caught a memory leak in the Rust server during load testing.","episodic"
"To generate a memory type distribution report: GROUP BY type, count rows, compute percentages, compare to expected.","procedural"
"Always back up before running any destructive database migration.","preference"
"The newsletter A/B test results over 3 weeks show: subject line personalization lifts open rate by 12 percent, sending on Tuesday vs Thursday makes no measurable difference, and including a single CTA outperforms three CTAs by 23 percent on click-through rate.","synthesis"
"CORS controls which origins can make browser requests to a server.","semantic"
"The container image size dropped from 1.2GB to 340MB after switching to distroless.","episodic"
"To shrink a Docker image: remove build tools in the final stage, run apt-get clean, use .dockerignore aggressively.","procedural"
"To analyze a customer churn spike: pull cohort data, segment by plan and acquisition channel, check for product changes that week.","procedural"
"Set up the Sulcus Tailscale mesh on the production node cluster today.","episodic"
"Fixed a Unicode normalization bug in the memory text indexer.","episodic"
"After reviewing the Booker feature roadmap against user demand signals, the highest-value next feature is recurring appointment templates, not the requested calendar integration improvements.","synthesis"
"A soft delete preserves the record but marks it as deleted.","semantic"
"I prefer canary deployments for risky changes — roll out to 5 percent first.","preference"
"WASM is a binary instruction format for safe sandboxed execution.","semantic"
"Based on the load test results across three configurations, the async Rust server with connection pooling at size 20 outperforms both the sync baseline and the larger pool size. The sweet spot balances throughput and database contention.","synthesis"
"A random seed ensures reproducible train/test splits and model initialization.","semantic"
"The Rust server binary size dropped from 80MB to 12MB after stripping debug symbols.","episodic"
"Ran the first customer interview for Booker with a yoga instructor in Vancouver.","episodic"
"I want all logs to include a request ID for tracing.","preference"
"ONNX model inputs must match the expected dtype and shape exactly.","semantic"
"The technical debt audit synthesis: 40 percent of open debt is in the auth module, 35 percent in the memory insertion path, 25 percent in the test suite. Paydown order: auth first, then retry logic, then tests.","synthesis"
"To force a decay recalculation: update last_calculated_at to a past date for the target memory, the next read recomputes.","procedural"
"Discussed the pivot from B2C to B2B with the team today.","episodic"
"Prefer storing synthesis memories only when there is a genuine new conclusion.","preference"
"Reviewing the Sulcus memory type classifier performance by domain: it performs best on software engineering text at 95 percent accuracy and worst on personal/lifestyle text at 82 percent. Adding more personal domain examples is the highest-priority data augmentation task.","synthesis"
"The OpenClaw Discord bot celebrated its 1-year anniversary with Dooley.","episodic"
"Never run the memory classifier synchronously in the hot path — use a background queue.","preference"
"I want synthesis memories to include the IDs of the source memories they drew from.","preference"
"The all-MiniLM-L6-v2 model produces 384-dimensional sentence embeddings.","semantic"
"PostgreSQL default port is 5432.","semantic"
"To run a canary deployment: tag the new image, set traffic weight to 5 percent, monitor error rate for 30 minutes, increase if healthy.","procedural"
"To add a new Discord bot command: define the slash command in config, register it via the API, implement the handler, test in staging guild.","procedural"
"Migrated the auth service to use Azure Entra ID instead of a custom JWT implementation.","episodic"
"Migrated the Sulcus database from SQLite to PostgreSQL last night.","episodic"
"Had a sync call with the Azure account team about upcoming credit usage.","episodic"
"A service account in Kubernetes provides an identity for pods to call the API server.","semantic"
"After three benchmark runs with different memory configurations, the PostgreSQL EXPLAIN ANALYZE confirms the bottleneck is sequential scans on the memory_nodes table without the composite index. Adding the index on agent_id and heat reduces query time from 340ms to 4ms.","synthesis"
"The Sulcus API accepts memories as UTF-8 encoded plain text strings.","semantic"
"To run a load test: deploy the service, run k6 run load_test.js --vus 100 --duration 60s, report p99 and error rate.","procedural"
